"","GHGRP ID","Landfill ID","Landfill Name","State","Landfill Alias","Physical Address","City","County","Zip Code","Latitude","Longitude","Composting?","Ownership Type","Landfill Owner Organization(s)","Landfill Operator Organization","Year Landfill Opened","Landfill Closure Year","Current Landfill Status","Design Landfill Area (acres)","Current Landfill Area (acres)","Design Landfill Depth (feet)","Current Landfill Depth (feet)","Landfill Design Capacity (tons)","Waste in Place (tons)","Waste in Place Year","Annual Waste Acceptance Rate (tons per year)","Annual Waste Acceptance Year","Does LF Recirculate Leachate?","Leachate Recirc Frequency (Past 10 Yrs)","Permitted as RD&D LF?","LFG Generated (mmscfd)","LFG Collection System In Place?","LFG Collected (mmscfd)","LFG Collected Year","Percent Methane","Flares in Place?","Number of Flares","LFG Flared (mmscfd)","LFG Flared Year","Gas Collection System Comments"
"656",1001766,632,"Cedar Rapids Linn County Solid Waste Landfill #1","IA","Bluestem Landfill Site #1; Mount Trashmore","2250 A Street SW","Cedar Rapids","Linn","52404",41.96469,-91.65193,"Yes","Public","Cedar Rapids-Linn County Solid Waste Agency","Cedar Rapids-Linn County Solid Waste Agency",1965,2013,"Closed",80,73.8,80,80,NA,6000000,2012,372,2013,"No","Not used","No",1.87,"Yes",0.566,2021,50.6,"Yes",NA,0.566,2021,"2012-47 wells, system capacity=1300 acfm."
"657",1001949,631,"Cedar Rapids Linn County Solid Waste Landfill #2","IA","Bluestem Landfill Site #2","1954 County Home Road","Marion","Linn","52302",42.09371,-91.55547,"Yes","Public","Cedar Rapids-Linn County Solid Waste Agency","Cedar Rapids-Linn County Solid Waste Agency",1972,2038,"Open",75,62.4,35,NA,9761535,4474729,2021,282660,2021,"No","Occasionally but not every year","No",1.17,"Yes",0.932,2021,56.7,"Yes",NA,NA,NA,"2010-26 wells, system capacity=2000 scfm.; 8/12-GCCS consists of 22 vertical wells and 7 horizontal wells."
"658",1007673,623,"Central Disposal Landfill","IA","Winnebago County SLF","21265 - 430th Street","Lake Mills","Winnebago","50450",43.382,-93.572,"No","Private","WM","WM",1972,2153,"Open",NA,87.2,30,NA,41288026,6491155,2021,197145,2021,"No","Not used","No",3.39,"Yes",0.888,2021,50.2,"Yes",1,0.023,2021,"2012-68 wells, system capacity=3800 acfm."
"659",NA,11662,"Cherokee County Sanitary Landfill","IA",NA,"1805 Linden Street","Cherokee","Cherokee","51012",42.734733,-95.524642,"No","Unknown",NA,NA,NA,2147,"Open",NA,NA,NA,NA,NA,NA,NA,26777,2008,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"660",1002599,616,"Clinton County SLF (East)","IA",NA,"4292 220th Street","Clinton","Clinton","52732",41.85905,-90.25866,"Yes","Public","Clinton County Area Solid Waste Agency, IA","Clinton County Area Solid Waste Agency, IA",1974,2032,"Open",160,79.4,50,NA,2548490,2092505,2021,53217,2021,"No","Not used","No",0.491,"No",NA,NA,NA,"No",NA,NA,NA,NA
"661",1002610,617,"Des Moines County Regional Sanitary Landfill","IA",NA,"13758 Washington Road","West Burlington","Des Moines","52655",40.849,-91.196,"Yes","Public","Des Moines County Regional Solid Waste Commission, IA","Des Moines County Regional Solid Waste Commission, IA",1964,2099,"Open",NA,62,40,NA,7199101,2989244,2021,58064,2021,"Yes","Occasionally but not every year","No",0.798,"Yes",0.144,2014,43,"Yes",NA,NA,NA,"2012-8 wells, system capacity=106 acfm, passive vents/flares too."
"662",1007690,618,"Dickinson Landfill Inc.","IA","Dickinson County SLF","2575 190th Street","Spirit Lake","Dickinson","51360",43.37178,-95.07733,"No","Private","WM","WM",1975,2169,"Open",78,43.8,NA,59,6408814,1963226,2021,26991,2021,"No","Not used","No",0.769,"Yes",0.507,2021,50.8,"Yes",1,0.507,2021,"9/10-14 wells over 17 acres, system installed in 2005, 1 open flare.; 2012-26 wells, system capacity=1000 scfm."
"663",1000473,619,"Dubuque Metropolitan SLF","IA",NA,"101 Airborne Road","Dubuque","Dubuque","52003",42.45501,-90.77686,"Yes","Public","Dubuque Metropolitan Area Solid Waste Agency, IA","City of Dubuque, IA",1976,2053,"Open",75,71.1,70,NA,7136650,4223369,2021,158750,2021,"No","Not used","No",1.293,"Yes",0.763,2020,45.5,"Yes",1,NA,NA,"2012-22 wells, system capacity=700 acfm.; 3/18-GCCS installed in 2010."
"664",1001102,2092,"Fayette County Landfill","IA",NA,"10275 Kornhill Road","Fayette","Fayette","52142",42.82,-91.792,"No","Public","Fayette County Solid Waste Management Commission, IA",NA,1983,2009,"Closed",NA,18.5,40,NA,NA,275484,2001,10614,2008,"Unknown","Not used","No",0.117,"No",NA,NA,NA,"No",NA,NA,NA,"2012-Passive vents/flares only."
"665",NA,21157,"Floyd-Mitchell-Chickasaw Counties Landfill","IA","FMC Landfill","3354 330th Street","Elma","Mitchell","50628",43.236747,-92.560748,"No","Public","Floyd Mitchell Chickasaw Counties Solid Waste Management Agency, IA",NA,1973,NA,"Open",NA,NA,NA,NA,2199488,NA,NA,23663,2015,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"666",NA,21158,"Fremont County Sanitary Landfill","IA",NA,"2879 250th Street","Sidney","Fremont","51652",40.690489,-95.64234,"No","Public","Fremont County Sanitary Landfill Commission, IA",NA,NA,NA,"Open",NA,NA,NA,NA,289645,NA,NA,5301,2015,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"667",1006153,630,"Great River Regional Solid Waste Authority Landfill","IA",NA,"2092 303rd Avenue","Fort Madison","Lee","52627",40.656,-91.3095,"Yes","Public","Great River Regional Waste Authority, IA","Great River Regional Waste Authority, IA",1984,2030,"Open",127,44.5,NA,NA,2726803,2138631,2021,76316,2021,"No","Not used","No",0.604,"No",NA,NA,NA,"No",NA,NA,NA,"2012-Passive vents/flares only."
"668",NA,21159,"Harrison County Sanitary Landfill","IA",NA,"2812 E. Highway 30","Logan","Harrison","51546",41.640812,-95.76831,"No","Public","Harrison County Landfill Commission, IA",NA,NA,NA,"Open",NA,NA,NA,NA,987603,NA,NA,15386,2015,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"669",1003812,10300,"Iowa City SLF","IA","Iowa City Landfill and Recycling Center","3900 Hebl Avenue SW","Iowa City","Johnson","52246",41.645,-91.624,"Yes","Public","City of Iowa City, IA",NA,1972,2044,"Open",140,137.4,NA,100,8584061,4827498,2021,145117,2021,"No","Not used","No",1.744,"Yes",1.303,2021,49.6,"Yes",1,1.303,2021,"1/06-36 wells in 100 acres, horizontal trenches in newer 40 acre fill.; 2010-56 wells, system capacity=1200 acfm."
"670",NA,21160,"Iowa County Sanitary Landfill","IA",NA,"3369 Highway 6 Trail","Homestead","Iowa","52236",41.764875,-91.833059,"No","Public","Regional Environmental Improvement Commission of Iowa County (REIC), IA",NA,NA,NA,"Open",NA,NA,NA,NA,465035,NA,NA,10261,2015,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"671",1006749,11601,"Landfill of North Iowa","IA",NA,"15942 Killdeer Avenue","Clear Lake","Cerro Gordo","50428",43.126,-93.3003,"Yes","Public","Landfill of North Iowa","Landfill of North Iowa",1971,2044,"Open",NA,93.1,NA,NA,6508168,3490315,2021,91628,2021,"Yes","Several times per year","No",0.959,"No",NA,NA,NA,"No",NA,NA,NA,"2010-Passive venting only."
"672",1003990,11781,"Loess Hills Regional SLF","IA",NA,"59722 290th Street","Malvern","Mills","51551",41.022,-95.639,"No","Private","Iowa Waste Services LLC",NA,1973,2056,"Open",52,41.6,200,200,15877375,4849617,2021,721789,2021,"No","Occasionally but not every year","No",NA,"Yes",0.982,2021,55.7,"Yes",NA,0.982,2021,NA
"673",NA,21161,"Mahaska County Sanitary Landfill","IA",NA,"2979 US Highway 63","Oskaloosa","Mahaska","52577",41.224726,-92.647692,"No","Public","Mahaska County Solid Waste Management Commission, IA",NA,NA,NA,"Open",NA,NA,NA,NA,927596,NA,NA,36718,2015,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"674",1010983,626,"Marshall County SLF","IA",NA,"2313 Marshalltown Boulevard","Marshalltown","Marshall","50158",42.036,-92.982,"No","Public","Marshall County Solid Waste Management Comm., IA","Marshall County Solid Waste Management Comm., IA",1975,2027,"Open",72,44,140,60,1681930,1339317,2021,55787,2021,"Yes","Occasionally but not every year","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"675",1007727,624,"Metro Park East Landfill","IA","Metro Methane Recovery Facility","12181 University Avenue NE
12161 12th Avenue NE","Mitchellville","Polk","50169",41.600722,-93.345265,"Yes","Public","Metro Waste Authority, IA","Metro Waste Authority, IA",1972,2057,"Open",NA,268.1,NA,120,62610716,22071472,2021,812478,2021,"Yes","Several times per year","No",7.8,"Yes",5.302,2021,52.6,"Yes",2,0.191,2021,"2012-123 wells, system capacity=7800 acfm.; 2/13-127 wells.; 7/13-John Zink Model 12/SN flare (from permit)."
"676",NA,21162,"Metro Park West Landfill","IA","North Dallas County Sanitary Landfill","2499 337th Street","Perry","Dallas","50220",41.864805,-94.162246,"No","Public","Metro Waste Authority, IA",NA,NA,NA,"Open",NA,NA,NA,NA,1423137,NA,NA,24900,2015,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"677",NA,21163,"Montgomery County Sanitary Landfill","IA",NA,"1704 L Avenue","Red Oak","Montgomery","51566",41.057814,-95.150908,"No","Private","Iowa Waste Services LLC",NA,1974,2011,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"678",1003605,633,"Muscatine County SLF","IA","City of Muscatine LF","3700 U.S. Highway 61 N","Blue Grass","Muscatine","52726",41.5173,-90.843,"No","Public","City of Muscatine, IA","Muscatine County Solid Waste Management Agency, IA",1976,2032,"Open",NA,58.7,NA,NA,2677419,2258035,2021,40700,2021,"No","Not used","No",0.526,"No",NA,NA,NA,"No",NA,NA,NA,"2012-Passive vents/flares only."
"679",NA,620,"Newton SLF","IA",NA,"3202 Highway 14 S","Newton","Jasper","50208",41.671,-93.0655,"Yes","Public","City of Newton, IA","City of Newton, IA",1976,2107,"Open",NA,NA,NA,NA,NA,840000,NA,25773,2008,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"680",1010979,2055,"North Central Iowa Regional SWA Sanitary Landfill","IA","NCIRSWA Sanitary Landfill; Ft. Dodge LF; Fort Dodge Landfill","2240 Landfill Drive
2240 S. 22nd Street","Fort Dodge","Webster","50501",42.47227,-94.169712,"No","Public","North Central Iowa Regional Solid Waste Agency","North Central Iowa Regional Solid Waste Agency",1976,2027,"Open",NA,NA,NA,NA,3376362,2804499,2021,86015,2021,"No","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"681",NA,21164,"Northern Plains Regional Landfill","IA",NA,"3032 420th Avenue","Graettinger","Palo Alto","51342",43.21016,-94.75247,"No","Public","City of Spencer, IA",NA,NA,NA,"Open",NA,NA,NA,NA,2021708,NA,NA,34868,2015,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"682",1010524,627,"Northwest Iowa Area SWA Landfill","IA",NA,"4540 360th Street","Sheldon","Sioux","51201",43.1299,-95.894119,"Yes","Public","Northwest Iowa Area Solid Waste Agency, IA","Northwest Iowa Area Solid Waste Agency, IA",1974,2082,"Open",160,NA,NA,NA,6420582,2468123,2021,66055,2021,"Yes","Occasionally but not every year","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"683",NA,10220,"Oak Ridge Landfill","IA",NA,"1900 River Road","Council Bluffs","Pottawattamie","51501-7023",41.241,-95.90679,"No","Unknown",NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"684",1002609,628,"Ottumwa-Wapello County SLF","IA",NA,"13277 165th Avenue","Ottumwa","Wapello","52501",41.08,-92.473,"Yes","Public","Ottumwa-Wapello Solid Waste Commission, IA","Ottumwa-Wapello Solid Waste Commission, IA",1975,2058,"Open",62,57.6,NA,NA,3290690,1658298,2021,34327,2021,"Yes","Several times per year","No",0.519,"No",NA,NA,NA,"No",NA,NA,NA,"2012-Passive vents/flares only."
"685",NA,21165,"Page County Sanitary Landfill","IA",NA,"2032 N Avenue","Clarinda","Page","51632",40.750904,-95.110657,"No","Public","Page County, IA",NA,1975,NA,"Open",35,NA,NA,NA,682115,NA,NA,15014,2015,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"686",NA,625,"Poweshiek County SLF","IA",NA,NA,"Malcolm","Poweshiek",NA,41.74614,-92.55877,"No","Public","South Central Iowa Solid Waste Agency, IA","Poweshiek County Sanitary Landfill Commission",1977,1995,"Closed",NA,NA,NA,NA,NA,326040,NA,17160,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"687",NA,21166,"RIWMA Landfill","IA","Rural Iowa Sanitary Landfill","20488 M Avenue","Eldora","Hardin","50627",42.40687,-93.245378,"No","Public","Rural Iowa Waste Management Association, IA",NA,NA,NA,"Open",NA,NA,NA,NA,1998973,NA,NA,28892,2015,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"688",NA,21171,"Sac County Landfill","IA",NA,"2430 260th","Sac City","Sac","50583",42.41019,-95.101219,"No","Public","Sac County Solid Waste Agency, IA",NA,NA,2016,"Closed",NA,NA,NA,NA,354429,NA,NA,5905,2015,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"689",1002564,634,"Scott Area SLF","IA","Scott County SLF","11555 110th Avenue County Road Y-48","Davenport","Scott","52804",41.47444,-90.68864,"Yes","Public","Waste Commission of Scott County, IA","Waste Commission of Scott County, IA",1977,2053,"Open",300,48,NA,NA,10900673,4997177,2021,174759,2021,"Yes","Several times per year","No",1.78,"Yes",0.724,2021,46.9,"Yes",1,0.724,2021,"2012-51 wells, system capacity=2000 acfm, passive vents/flares too.; 3/19-Added 6 more vertical wells this Spring.; 4/19-Enclosed flare."
"690",NA,21167,"SEMCO Landfill","IA","Southeast Multi-County Sanitary Landfill","29997 Highway 78 West","Richland","Keokuk","52585",41.181234,-92.024355,"No","Public","Southeast Iowa Multi-County Solid Waste Agency, IA",NA,NA,NA,"Open",NA,NA,NA,NA,1678093,NA,NA,24292,2015,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"691",NA,621,"Sioux City SLF","IA","Woodbury County SLF",NA,"Sioux City","Woodbury","51101",42.383,-96.0177,"Yes","Private","Siouxland Environmental Services, Inc.","Van Buskirk Construction Company",1974,2008,"Closed",NA,47,NA,NA,NA,1144000,NA,7172,2008,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"692",1010982,21130,"South Central Iowa Landfill","IA",NA,"2496 Highway 92","Winterset","Madison","50273",41.339,-93.955,"No","Public","South Central Iowa Landfill Agency, IA",NA,1978,2027,"Open",NA,NA,NA,NA,1593443,1270083,2021,53379,2021,"Yes","Several times per year","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"693",1002691,622,"South Central Iowa Sanitary Landfill","IA","Marion County SLF; South Central Iowa Solid Waste Agency LF; SCISWA Landfill","1736 Hwy T-17","Tracy","Marion","50256",41.25995,-92.95676,"No","Public","South Central Iowa Solid Waste Agency, IA","South Central Iowa Solid Waste Agency, IA",1977,2046,"Open",200,70,NA,NA,2525338,1735571,2021,130589,2021,"Yes","Several times per year","No",0.416,"No",NA,NA,NA,"No",NA,NA,NA,"2012-Passive vents/flares only."
"694",NA,21168,"South Dallas County Sanitary Landfill","IA","SDCLA","2000 Main Street","Adel","Dallas","50003",41.620605,-94.040214,"No","Public","South Dallas County Landfill Agency, IA",NA,NA,NA,"Open",NA,NA,NA,NA,1455486,NA,NA,31489,2015,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"695",NA,21169,"Tama County Sanitary Landfill","IA",NA,"2872 K Avenue","Toledo","Tama","52342",42.027799,-92.568628,"No","Public","Tama County Landfill Commission, IA",NA,NA,NA,"Open",NA,NA,NA,NA,837900,NA,NA,11939,2015,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"696",NA,629,"Van Buren County SLF","IA",NA,NA,"Douds","Van Buren",NA,NA,NA,"No","Public","Van Buren Solid Waste Management Agency","Van Buren County SLF",1975,1994,"Closed",13,NA,15,NA,NA,104866,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"697",NA,21170,"Wayne-Ringgold-Decatur County Sanitary Landfill","IA",NA,"21377 125th Avenue","Grand River","Decatur","50108",40.733385,-93.962667,"No","Public","Wayne-Ringgold-Decatur County Solid Waste Commission, IA",NA,NA,NA,"Open",NA,NA,NA,NA,1048950,NA,NA,9777,2015,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"698",1000382,2046,"Winneshiek County Sanitary Landfill","IA",NA,"2000 140th Avenue","Decorah","Winneshiek","52101",43.225,-91.67,"No","Public","Winneshiek County, IA","Winneshiek County, IA",1974,2045,"Open",NA,62.6,NA,40,2346278,1874340,2021,24544,2021,"Yes","Several times per year","No",0.477,"No",NA,NA,NA,"No",NA,NA,NA,"2012-Passive vents/flares only."
"699",1003446,2165,"Ada County Landfill","ID","Hidden Hollow Landfill","10300 Seamans Gulch Road","Boise","Ada","83714",43.698,-116.283,"No","Public","Ada County, ID","Ada County, ID",1972,2100,"Open",150,135,NA,NA,51609362,16233539,2021,440233,2021,"Yes","Occasionally but not every year","No",6.74,"Yes",3.512,2021,46.2,"Yes",2,2.082,2021,"3/09-88 wells.; 2012-247 wells, system capacity=24516 acfm, passive vents/flares too."
"700",NA,2166,"Aitco, Inc. Non / Msw Site","ID",NA,NA,"Weippe","Clearwater",NA,NA,NA,"No","Private","Aitco, Inc.",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,2000,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"701",NA,2187,"Bear Lake County Landfill","ID","Montpelier Canyon Landfill","175 Willowbrook Lane
off Highway 89","Montpelier","Bear Lake","83254",42.3213,-111.2479,"No","Public","Bear Lake County, ID","Bear Lake County, ID",1973,2042,"Open",400,NA,NA,NA,NA,NA,NA,6500,2000,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"702",NA,2167,"Bennett Road Landfill","ID","Elmore County Landfill","Bennett Road, East of Mountain Home","Mountain Home","Elmore","83647",43.078,-115.576,"No","Public","Elmore County, ID","Elmore County, ID",1988,2070,"Open",800,NA,NA,NA,NA,NA,NA,4420,2000,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"703",NA,2168,"Bingham County / Fielding / Goshen Landfill","ID",NA,"700 North 1125 East","Shelley","Bingham","83274",43.297,-112.07,"No","Public","Bingham County, ID","Bingham County, ID",NA,2000,"Closed",360,NA,NA,NA,NA,NA,NA,39000,2000,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"704",NA,2169,"Bingham County Landfill-Ridge Road","ID",NA,"1100 E Mountain View Road","Blackfoot","Bingham","83221",43.297,-112.075,"No","Public","Bingham County, ID","Bingham County, ID",1987,2002,"Closed",13,NA,NA,NA,NA,NA,NA,16900,2000,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"705",NA,2170,"Boise County Warm Springs Municipal Landfill","ID",NA,"Warm Springs Road & Centerville Road
3 miles West of Idaho City","Idaho City","Boise","83631",43.8526,-115.8737,"No","Private","Boise County, ID",NA,NA,NA,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,2000,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"706",NA,2171,"Bonneville County Landfill","ID",NA,"9449 E. Sunnyside","Idaho Falls","Bonneville","83402",43.4288,-111.8572,"No","Public","Bonneville County, ID","Bonneville County, ID",1993,NA,"Open",320,NA,NA,NA,NA,NA,NA,52000,2000,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"707",NA,2172,"Boundary County Landfill","ID",NA,"611 Hillcrest Road
Off County Road 29","Bonners Ferry","Boundary","83805",48.718577,-116.317134,"No","Public","Boundary County, ID","Boundary County, ID",1971,NA,"Open",40,NA,NA,NA,NA,NA,NA,3731,2000,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"708",NA,2174,"Butte County Howe Landfill","ID",NA,"1550 W","Howe","Butte","83244",43.7885,-113.015,"No","Public","Butte County, ID","Butte County, ID",NA,NA,"Open",60,NA,NA,NA,NA,NA,NA,3250,2000,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"709",NA,2173,"Butte County Landfill","ID","Arco Sanitary Landfill","Landfill Road East of Arco
Arco Pass Road","Arco","Butte","83213",NA,NA,"No","Public","Butte County, ID","Butte County, ID",NA,NA,"Open",NA,NA,NA,NA,NA,NA,NA,3250,2000,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"710",1002441,2183,"Circular Butte Sanitary LF","ID",NA,"1571 N 800 E","Terreton","Jefferson","83450",43.851,-112.539,"No","Public","Jefferson County, ID","Jefferson County, ID",1996,2050,"Open",NA,20,NA,NA,1394090,548967,2014,23400,2000,"Unknown","Not used","No",0.138,"No",NA,NA,NA,"No",NA,NA,NA,NA
"711",NA,2190,"Clay Peak Landfill","ID",NA,"2560 Highway 52","Payette","Payette","83661",44.064474,-116.861139,"No","Public","Payette County, ID","Payette County, ID",1993,2085,"Open",20,NA,NA,NA,NA,977483,2007,79917,2007,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"712",1006763,2067,"Fighting Creek Farm Landfill","ID","Kootenai County Farm Landfill at Fighting Creek","22089 U.S. 95","Coeur d' Alene","Kootenai","83814",47.534,-116.934,"No","Public","County of Kootenai","Fighting Creek Farm Landfill",1993,2040,"Open",400,35,NA,NA,NA,3763461,2021,211460,2021,"No","Not used","No",NA,"Yes",0.956,2021,52,"Yes",NA,0.036,2021,"2012-244 wells, system capacity=2200 acfm.; 2/16-From 2014 County report: over 250 wells, GCCS activated in 1995, 1st flare installed in 1994, 2nd flare installed in 2000."
"713",1002699,1988,"Fort Hall Mine Landfill","ID","Bannock County Landfill","1500 N. Fort Hall Mine Road","Pocatello","Bannock","83204",42.782,-112.375,"No","Public","Bannock County, ID","Bannock County, ID",1943,2060,"Open",NA,84,60,NA,4262089,3755517,2021,119722,2021,"No","Not used","No",1.067,"Yes",0.787,2021,55.2,"Yes",NA,0.192,2021,"5/14-19 wells installed on part of landfill that closed in 1993, total of 32 wells installed overall, open flare.; 9/18-Uses horizontal wells."
"714",NA,2178,"Franklin County Sanitary Landfill","ID",NA,"2655 N 2200 E","Preston","Franklin","83263",42.1433,-111.8192,"No","Public","Franklin County, ID","Franklin County, ID",1968,2007,"Closed",23,NA,NA,NA,NA,NA,NA,3640,2000,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"715",NA,2179,"Garden Valley Non-Municipal Landfill","ID",NA,NA,"Boise","Ada",NA,NA,NA,"No","Private","Boise County, ID",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,2000,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
