RawData,Date,Date_Clean,Date_Clean2,Location,Location_Clean1,Type,Type_Clean1,Lat,Lon,FindLocationStart,FindLocationLength,TypeStart,AreThereParen?,,,,,,,,,,,
"April 18, 2016     5400 block of Carlisle Pike         Driving Under the Influence    D-ARREST","April 18, 2016",42478,04/18/16,5400 block of Carlisle Pike 17011,#VALUE!,Driving Under the Influence D-ARRES,Driving Under the Influence,#VALUE!,,17,30,47,,,,,,,,,,,,
"April 9, 2016     Creekview Road/Sanderling Boulevard         Driving Under the Influence    D-ARREST","April 9, 2016",42469,04/09/16,Creekview Road/Sanderling Boulevard 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,16,38,54,,,,,,,,,,,,
"April 2, 2016     East Trindle Road/South Sporting Hill Road         Driving Under the Influence    D-ARREST","April 2, 2016",42462,04/02/16,East Trindle Road/South Sporting Hill Road 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,16,45,61,,,,,,,,,,,,
"March 19, 2016     6000 block of Carlisle Pike         Driving Under the Influence    D-ARREST","March 19, 2016",42448,03/19/16,6000 block of Carlisle Pike 17011,#VALUE!,Driving Under the Influence D-ARRES,Driving Under the Influence,#VALUE!,,17,30,47,,,,,,,,,,,,
"February 19, 2016     St Johns Church Road/East Trindle Road         Driving Under the Influence    D-ARREST","February 19, 2016",42419,02/19/16,St Johns Church Road/East Trindle Road 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,20,41,61,,,,,,,,,,,,
"February 16, 2016     2000 block of Technology Parkway         Driving Under the Influence    D-ARREST","February 16, 2016",42416,02/16/16,2000 block of Technology Parkway 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,20,35,55,,,,,,,,,,,,
"February 5, 2016     400 block of St Johns Church Road          Driving Under the Influence    D-ARREST","February 5, 2016",42405,02/05/16,400 block of St Johns Church Road 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,19,36,55,,,,,,,,,,,,
"February 3, 2016     4200 block of Trindle Road         Driving Under the Influence     D-ARREST","February 3, 2016",42403,02/03/16,4200 block of Trindle Road 17011,#VALUE!,Driving Under the Influence D-ARRES,Driving Under the Influence,#VALUE!,,19,29,48,,,,,,,,,,,,
"February 2, 2016     Good Hope Road/Technology Parkway         Driving Under the Influence     D-ARREST","February 2, 2016",42402,02/02/16,Good Hope Road/Technology Parkway 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,19,36,55,,,,,,,,,,,,
"February 2, 2016     Good Hope Road/Shasta Way         Driving Under the Influence    D-ARREST","February 2, 2016",42402,02/02/16,Good Hope Road/Shasta Way 17011,#VALUE!,Driving Under the Influence D-ARRES,Driving Under the Influence,#VALUE!,,19,28,47,,,,,,,,,,,,
"December 17, 2015     5400 block of Carlisle Pike           Driving Under the Influence     D-ARREST","December 17, 2015",42355,12/17/15,5400 block of Carlisle Pike 17011,#VALUE!,Driving Under the Influence D-ARRES,Driving Under the Influence,#VALUE!,,20,30,50,,,,,,,,,,,,
"November 27, 2015     Wertzville Road/Technology Parkway          Driving Under the Influence    D-ARREST","November 27, 2015",42335,11/27/15,Wertzville Road/Technology Parkway 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,20,37,57,,,,,,,,,,,,
"November 19, 2015     Creekview Road/Sanderling Boulevard          Driving Under the Influence    D-ARREST","November 19, 2015",42327,11/19/15,Creekview Road/Sanderling Boulevard 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,20,38,58,,,,,,,,,,,,
"October 11, 2015     5400 block of Carlisle Pike           Driving Under the Influence    D-ARREST","October 11, 2015",42288,10/11/15,5400 block of Carlisle Pike 17011,#VALUE!,Driving Under the Influence D-ARRES,Driving Under the Influence,#VALUE!,,19,30,49,,,,,,,,,,,,
"September 25, 2015     Carlisle Pike/Brondle Boulevard          Driving Under the Influence    D-ARREST","September 25, 2015",42272,09/25/15,Carlisle Pike/Brondle Boulevard 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,21,34,55,,,,,,,,,,,,
"September 20, 2015     S Sporting Hill Road/E Trindle Road          Driving Under the Influence    D-ARREST","September 20, 2015",42267,09/20/15,S Sporting Hill Road/E Trindle Road 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,21,38,59,,,,,,,,,,,,
"September 19, 2015     5200 block of Simpson Ferry Road          Driving Under the Influence     D-ARREST","September 19, 2015",42266,09/19/15,5200 block of Simpson Ferry Road 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,21,35,56,,,,,,,,,,,,
"September 11, 2015     4900 block of East Trindle Road         Driving Under the Influence    D-ARREST","September 11, 2015",42258,09/11/15,4900 block of East Trindle Road 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,21,34,55,,,,,,,,,,,,
"August 29, 2015     Carlisle Pike/RT 581          Driving Under the Influence    D-ARREST","August 29, 2015",42245,08/29/15,Carlisle Pike/RT 581 17011,#VALUE!,Driving Under the Influence,Driving Under the Influence,#VALUE!,,18,23,41,,,,,,,,,,,,
"August 27, 2015     5500 block of Carlisle Pike          Driving Under the Influence    D-ARREST","August 27, 2015",42243,08/27/15,5500 block of Carlisle Pike 17011,#VALUE!,Driving Under the Influence D-ARRES,Driving Under the Influence,#VALUE!,,18,30,48,,,,,,,,,,,,
"August 13, 2015     500 block of Woodcrest Drive          Driving Under the Influence     D-ARREST","August 13, 2015",42229,08/13/15,500 block of Woodcrest Drive 17011,#VALUE!,Driving Under the Influence D-ARRES,Driving Under the Influence,#VALUE!,,18,31,49,,,,,,,,,,,,
"July 5, 2015     Wertzville Road/I81 N          Driving Under the Influence    D-ARREST","July 5, 2015",42190,07/05/15,Wertzville Road/I81 N 17011,#VALUE!,Driving Under the Influence,Driving Under the Influence,#VALUE!,,15,24,39,,,,,,,,,,,,
"June 5, 2015     Carlisle Pike/Orrs Bridge Road          Driving Under the Influence    D","June 5, 2015",42160,06/05/15,Carlisle Pike/Orrs Bridge Road 17011,#VALUE!,Driving Under the Influence D,Driving Under the Influence,#VALUE!,,15,33,48,,,,,,,,,,,,
"May 23, 2015     Creekview Road/Rt 581          Driving Under the Influence     D-ARREST","May 23, 2015",42147,05/23/15,Creekview Road/Rt 581 17011,#VALUE!,Driving Under the Influence,Driving Under the Influence,#VALUE!,,15,24,39,,,,,,,,,,,,
"May 18, 2015     East Trindle Road/South Sporting Hill Road          Driving Under the Influence    D-ARREST","May 18, 2015",42142,05/18/15,East Trindle Road/South Sporting Hill Road 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,15,45,60,,,,,,,,,,,,
"May 6, 2015     4700 block of East Trindle Road          Driving Under the Influence    D-ARREST","May 6, 2015",42130,05/06/15,4700 block of East Trindle Road 17011,#VALUE!,Driving Under the Influence D-ARRES,Driving Under the Influence,#VALUE!,,14,34,48,,,,,,,,,,,,
"March 13, 2015     Rt 581/Trindle Road           Driving Under the Influence     D-ARREST","March 13, 2015",42076,03/13/15,Rt 581/Trindle Road 17011,#VALUE!,Driving Under the Influence,Driving Under the Influence,#VALUE!,,17,22,39,,,,,,,,,,,,
"February 26, 2015     Carlisle Pike/S Sporting Hill Road           Driving Under the Influence","February 26, 2015",42061,02/26/15,Carlisle Pike/S Sporting Hill Road 17011,#VALUE!,Driving Under the Influence,Driving Under the Influence,#VALUE!,,20,37,57,,,,,,,,,,,,
"February 6, 2015     St Johns Church Road/Carlisle Pike          Driving Under the Influence    D-ARREST","February 6, 2015",42041,02/06/15,St Johns Church Road/Carlisle Pike 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,19,37,56,,,,,,,,,,,,
"February 4, 2015     Creekview Road/Sanderling Boulevard          Driving Under the Influence    D-ARREST","February 4, 2015",42039,02/04/15,Creekview Road/Sanderling Boulevard 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,19,38,57,,,,,,,,,,,,
"February 1, 2015     Lambs Gap Road/Auburn Drive          Driving Under the Influence     D-ARREST","February 1, 2015",42036,02/01/15,Lambs Gap Road/Auburn Drive 17011,#VALUE!,Driving Under the Influence D-ARRES,Driving Under the Influence,#VALUE!,,19,30,49,,,,,,,,,,,,
"January 30, 2015     St Johns Church Road/East Trindle Road          Driving Under the Influence    D-ARREST","January 30, 2015",42034,01/30/15,St Johns Church Road/East Trindle Road 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,19,41,60,,,,,,,,,,,,
"January 17, 2015     East Trindle Road/St Johns Church Road          Driving Under the Influence    D-ARREST","January 17, 2015",42021,01/17/15,East Trindle Road/St Johns Church Road 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence,#VALUE!,,19,41,60,,,,,,,,,,,,
"January 15, 2015     5300 block of East Trindle Road          Driving Under the InfluenceD-ARREST","January 15, 2015",42019,01/15/15,5300 block of East Trindle Road 17011,#VALUE!,Driving Under the InfluenceD-ARREST,Driving Under the Influence,#VALUE!,,19,34,53,,,,,,,,,,,,
"December 6, 2016     1000 block of Baythorne Drive          Driving Under the Influence    D","December 6, 2016",42710,12/06/16,1000 block of Baythorne Drive 17011,#VALUE!,Driving Under the Influence D,Driving Under the Influence ,#VALUE!,,19,32,51,,,,,,,,,,,,
"December 3, 2016     S 38th Street/Market Street          Driving Under the Influence    D-ARREST","December 3, 2016",42707,12/03/16,S 38th Street/Market Street 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence ,#VALUE!,,19,30,49,,,,,,,,,,,,
"October 29, 2016     Orrs Bridge Road/Lamp Post Lane          Driving Under the Influence    D","October 29, 2016",42672,10/29/16,Orrs Bridge Road/Lamp Post Lane 17011,#VALUE!,Driving Under the Influence D,Driving Under the Influence ,#VALUE!,,19,34,53,,,,,,,,,,,,
"October 27, 2016     4300 block of Carlisle Pike          Driving Under the Influence    D-ARREST","October 27, 2016",42670,10/27/16,4300 block of Carlisle Pike 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence ,#VALUE!,,19,30,49,,,,,,,,,,,,
"October 27, 2016     Market Street/N 35th Street         Driving Under the Influence     D-ARREST","October 27, 2016",42670,10/27/16,Market Street/N 35th Street 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence ,#VALUE!,,19,30,49,,,,,,,,,,,,
"August 22, 2016     5200 block of Strathmore Drive          Driving Under the Influence    D","August 22, 2016",42604,08/22/16,5200 block of Strathmore Drive 17011,#VALUE!,Driving Under the Influence D,Driving Under the Influence ,#VALUE!,,18,33,51,,,,,,,,,,,,
"June 2, 2016     5200 block of East Trindle Road         Driving Under the Influence     D-ARREST","June 2, 2016",42523,06/02/16,5200 block of East Trindle Road 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence ,#VALUE!,,15,34,49,,,,,,,,,,,,
"May 25, 2016     200 block of Salem Church Road         Driving Under the Influence    D-ARREST","May 25, 2016",42515,05/25/16,200 block of Salem Church Road 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence ,#VALUE!,,15,33,48,,,,,,,,,,,,
"May 15, 2016     4600 block of East Trindle Road         Driving Under the Influence     D-ARREST","May 15, 2016",42505,05/15/16,4600 block of East Trindle Road 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence ,#VALUE!,,15,34,49,,,,,,,,,,,,
"May 9, 2016     East Trindle Road/South Sporting Hill Road         Driving Under the Influence    D","May 9, 2016",42499,05/09/16,East Trindle Road/South Sporting Hill Road 17011,#VALUE!,Driving Under the Influence D,Driving Under the Influence ,#VALUE!,,14,45,59,,,,,,,,,,,,
"April 10, 2016     5300 block of East Trindle Road         Driving Under the Influence    D","April 10, 2016",42470,04/10/16,5300 block of East Trindle Road 17011,#VALUE!,Driving Under the Influence D,Driving Under the Influence ,#VALUE!,,17,34,51,,,,,,,,,,,,
"March 20, 2016     Lambs Gap Road/Carlisle Pike         Driving Under the Influence    D-ARREST","March 20, 2016",42449,03/20/16,Lambs Gap Road/Carlisle Pike 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence ,#VALUE!,,17,31,48,,,,,,,,,,,,
"March 14, 2016     100 block of Lighthouse Drive         Driving Under the Influence     D-ARREST","March 14, 2016",42443,03/14/16,100 block of Lighthouse Drive 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence ,#VALUE!,,17,32,49,,,,,,,,,,,,
"March 5, 2016     200 block of Orrs Bridge Road         Driving Under the Influence    D-ARREST","March 5, 2016",42434,03/05/16,200 block of Orrs Bridge Road 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence ,#VALUE!,,16,32,48,,,,,,,,,,,,
"January 12, 2016     3900 block of Brookridge Drive          Driving Under the Influence    D","January 12, 2016",42381,01/12/16,3900 block of Brookridge Drive 17011,#VALUE!,Driving Under the Influence D,Driving Under the Influence ,#VALUE!,,19,33,52,,,,,,,,,,,,
"January 9, 2016     6200 block of Rivendale Court           Driving Under the Influence    D-ARREST","January 9, 2016",42378,01/09/16,6200 block of Rivendale Court 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence ,#VALUE!,,18,32,50,,,,,,,,,,,,
"January 6, 2016     4900 block of Woodland Drive         Driving Under the Influence    D","January 6, 2016",42375,01/06/16,4900 block of Woodland Drive 17011,#VALUE!,Driving Under the Influence D,Driving Under the Influence ,#VALUE!,,18,31,49,,,,,,,,,,,,
"December 28, 2015     Market Street/Orrs Bridge Road           Driving Under the Influence    D","December 28, 2015",42366,12/28/15,Market Street/Orrs Bridge Road 17011,#VALUE!,Driving Under the Influence D,Driving Under the Influence ,#VALUE!,,20,33,53,,,,,,,,,,,,
"December 26, 2015     5500 block of Carlisle Pike          Driving Under the Influence     D-ARREST","December 26, 2015",42364,12/26/15,5500 block of Carlisle Pike 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence ,#VALUE!,,20,30,50,,,,,,,,,,,,
"December 25, 2015     3700 block of Market Street          Driving Under the Influence     D-ARREST","December 25, 2015",42363,12/25/15,3700 block of Market Street 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence ,#VALUE!,,20,30,50,,,,,,,,,,,,
"December 25, 2015     Mountain View Road/Hunters Drive          Driving Under the Influence    D","December 25, 2015",42363,12/25/15,Mountain View Road/Hunters Drive 17011,#VALUE!,Driving Under the Influence D,Driving Under the Influence ,#VALUE!,,20,35,55,,,,,,,,,,,,
"December 14, 2015     200 block of St Johns Church Road          Driving Under the Influence    D","December 14, 2015",42352,12/14/15,200 block of St Johns Church Road 17011,#VALUE!,Driving Under the Influence D,Driving Under the Influence ,#VALUE!,,20,36,56,,,,,,,,,,,,
"December 13, 2015     5000 block of East Trindle Road          Driving Under the Influence    D","December 13, 2015",42351,12/13/15,5000 block of East Trindle Road 17011,#VALUE!,Driving Under the Influence D,Driving Under the Influence ,#VALUE!,,20,34,54,,,,,,,,,,,,
"November 29, 2015     4600 block of East Trindle Road           Driving Under the Influence    D","November 29, 2015",42337,11/29/15,4600 block of East Trindle Road 17011,#VALUE!,Driving Under the Influence D,Driving Under the Influence ,#VALUE!,,20,34,54,,,,,,,,,,,,
"November 6, 2015     4700 block of Carlisle Pike          Driving Under the Influence    D-ARREST","November 6, 2015",42314,11/06/15,4700 block of Carlisle Pike 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence ,#VALUE!,,19,30,49,,,,,,,,,,,,
"September 27, 2015     4600 block of Trindle Road           Driving Under the Influence    D-ARREST","September 27, 2015",42274,09/27/15,4600 block of Trindle Road 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence ,#VALUE!,,21,29,50,,,,,,,,,,,,
"July 9, 2015     5200 block of East Trindle Road          Driving Under the Influence    D-ARREST","July 9, 2015",42194,07/09/15,5200 block of East Trindle Road 17011,#VALUE!,Driving Under the Influence D-ARREST,Driving Under the Influence ,#VALUE!,,15,34,49,,,,,,,,,,,,
